40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
0;6.3259;13.359;20.294;26.933;33.216;39.149;44.753;50.065;55.065;59.766;64.229;68.421;72.352;76.094;79.607;82.902;86.041;88.99;91.752;94.357;96.813;99.131;101.32;103.4;105.37;107.2;108.94;110.57;112.12;113.6;115;116.33;117.56;118.73;119.84;120.89;121.9;122.86;123.74;124.58;125.38;126.13;126.85;127.53;128.17;128.77;129.34;129.88;130.39;130.87;131.32;131.74;132.14;132.51;132.86;133.2;133.52;133.82;134.11;134.39;134.65;134.88;135.1;135.31;135.51;135.7;135.88;136.06;136.23;136.39;136.55;136.68;136.81;136.94;137.05;137.16;137.27;137.38;137.48;137.57;137.66;137.75;137.82;137.89;137.96;138.03;138.09;138.15;138.21;138.27;138.32;138.37;138.41;138.45;138.49;138.53;138.57;138.6;138.64;138.67
0;6.0068;11.908;17.528;22.888;28.016;32.927;37.63;42.138;46.443;50.549;54.478;58.218;61.773;65.169;68.393;71.448;74.364;77.125;79.734;82.215;84.565;86.789;88.894;90.886;92.77;94.55;96.233;97.823;99.328;100.75;102.1;103.38;104.58;105.71;106.78;107.8;108.77;109.69;110.55;111.37;112.14;112.87;113.57;114.23;114.85;115.44;115.99;116.52;117.02;117.49;117.94;118.35;118.74;119.1;119.45;119.78;120.09;120.39;120.68;120.95;121.21;121.44;121.66;121.86;122.06;122.25;122.42;122.6;122.76;122.92;123.07;123.21;123.33;123.45;123.57;123.68;123.78;123.88;123.98;124.08;124.17;124.24;124.32;124.39;124.46;124.52;124.58;124.64;124.7;124.75;124.81;124.85;124.9;124.94;124.98;125.01;125.05;125.08;125.12;125.15
0;6.0399;12.429;18.867;25.123;31.108;36.808;42.23;47.393;52.285;56.914;61.32;65.481;69.405;73.143;76.667;79.985;83.148;86.128;88.928;91.578;94.081;96.445;98.68;100.79;102.8;104.68;106.45;108.13;109.72;111.22;112.66;114.01;115.27;116.47;117.6;118.68;119.71;120.68;121.59;122.45;123.26;124.03;124.77;125.47;126.12;126.74;127.32;127.87;128.4;128.9;129.36;129.8;130.2;130.59;130.95;131.29;131.62;131.93;132.23;132.51;132.78;133.02;133.25;133.47;133.67;133.87;134.06;134.24;134.41;134.58;134.74;134.88;135.01;135.14;135.26;135.37;135.48;135.59;135.69;135.79;135.88;135.97;136.04;136.12;136.19;136.26;136.32;136.38;136.44;136.5;136.56;136.6;136.65;136.69;136.73;136.77;136.81;136.85;136.88;136.91
0;6.3592;14.183;21.916;29.164;35.888;42.146;47.997;53.508;58.643;63.42;67.945;72.159;76.08;79.809;83.29;86.536;89.628;92.522;95.219;97.752;100.13;102.38;104.5;106.51;108.43;110.2;111.87;113.44;114.94;116.36;117.73;119.01;120.2;121.33;122.4;123.42;124.39;125.32;126.17;126.98;127.75;128.47;129.16;129.82;130.43;131.01;131.55;132.07;132.56;133.02;133.46;133.86;134.24;134.6;134.93;135.25;135.56;135.85;136.12;136.39;136.64;136.86;137.07;137.27;137.46;137.65;137.82;137.99;138.15;138.31;138.46;138.59;138.71;138.83;138.94;139.05;139.15;139.25;139.35;139.44;139.53;139.61;139.68;139.75;139.82;139.88;139.94;140;140.05;140.11;140.16;140.2;140.25;140.29;140.33;140.36;140.4;140.43;140.46;140.49
0;5.9997;12;17.958;23.751;29.315;34.634;39.711;44.558;49.167;53.544;57.717;61.671;65.413;68.98;72.352;75.535;78.571;81.436;84.135;86.693;89.112;91.399;93.562;95.609;97.548;99.372;101.09;102.72;104.26;105.72;107.11;108.42;109.64;110.8;111.9;112.95;113.94;114.89;115.77;116.6;117.39;118.14;118.85;119.53;120.17;120.77;121.33;121.87;122.38;122.87;123.32;123.74;124.14;124.51;124.86;125.2;125.51;125.82;126.11;126.39;126.65;126.88;127.11;127.32;127.52;127.71;127.89;128.06;128.23;128.4;128.55;128.69;128.82;128.94;129.06;129.17;129.28;129.38;129.48;129.58;129.67;129.75;129.82;129.9;129.96;130.03;130.09;130.15;130.21;130.27;130.32;130.37;130.41;130.45;130.49;130.53;130.57;130.6;130.64;130.67
0;5.9966;11.868;17.57;23.076;28.366;33.432;38.28;42.919;47.344;51.558;55.584;59.409;63.039;66.504;69.787;72.894;75.858;78.661;81.306;83.818;86.196;88.445;90.574;92.588;94.493;96.291;97.989;99.594;101.11;102.55;103.92;105.2;106.41;107.56;108.64;109.67;110.65;111.58;112.45;113.27;114.05;114.79;115.49;116.16;116.79;117.38;117.94;118.47;118.97;119.45;119.9;120.32;120.71;121.08;121.43;121.76;122.07;122.37;122.66;122.93;123.19;123.43;123.65;123.85;124.05;124.24;124.42;124.59;124.76;124.92;125.07;125.21;125.34;125.46;125.57;125.68;125.79;125.89;125.99;126.09;126.17;126.25;126.33;126.4;126.47;126.53;126.6;126.65;126.71;126.77;126.82;126.87;126.91;126.95;126.99;127.03;127.07;127.1;127.13;127.16
